_id,year_month,service_name,program_or_facility,neighborhood,address,latitude,longitude,organization,category,recommended_for,requirements,phone,narrative,schedule,holiday_exception
3280,201905,Emergency Food Pantry - Prospect Park/Whitehall,Emergency Food Pantry - Prospect Park/Whitehall,Prospect Park/Whitehall,"1450 Maple Drive #B, PA, 15227",40.36537,-79.965477,SHIM - South Hills Interfaith Movement,pantries-supplies,"Residents of Baldwin-Whitehall, South Park, Bethel Park, Keystone Oaks, Mt. Lebanon and Upper St. Clair School Districts.",Call first,412-892-4673,"Call first, then come during regular pantry hours: 1st and 3rd Wednesdays of each month, from 10am to 1pm and 3pm to 5pm.  Food and produce in season.  Often has toilet paper, soap, other toiletries.","1st and 3rd Wednesdays of each month; 10am - 1pm and 3pm - 5pm; (May change during the holidays, call to confirm schedule)",
3281,201905,Emergency Food Pantry - Bethel Park,Emergency Food Pantry - Bethel Park,Bethel Park,"5301 Park Avenue, PA, 15102",40.328463,-80.028404,SHIM - South Hills Interfaith Movement,pantries-supplies,"Residents of Baldwin-Whitehall, South Park, Bethel Park, Keystone Oaks, Mt. Lebanon and Upper St. Clair School Districts.",Call first,412-854-9120,"Call first, then come during regular pantry hours: 2nd and 4th Thursdays of each month from 10am to 4pm and 2nd and 4th Fridays from 2pm to 6pm. Food and produce in season (some gluten free foods also available).  Often has toilet paper, soap, other toiletries.","2nd and 4th Thurs: 10am - 2pm; 2nd and 4th Fri: 2pm - 6pm; (may change during holidays, call to confirm schedule)",
3282,201905,Emergency Food Pantry - Baldwin,Emergency Food Pantry - Baldwin,Baldwin,"201 Knoedler Rd, PA, 15236",40.341987,-79.982515,SHIM - South Hills Interfaith Movement,pantries-supplies,"Residents of Baldwin-Whitehall, South Park, Bethel Park, Keystone Oaks, Mt. Lebanon and Upper St. Clair School Districts.",Call first,412-854-9120,"Call first, then come during regular pantry hours: 2nd and 4th Tuesdays of each month from 10am - 1pm and 3pm - 5pm.  Food and produce in season.  Often has toilet paper, soap, other toiletries.","2nd and 4th Tuesdays of each month: 10am - 1pm, 3pm - 5pm; (may change during holidays, call to confirm schedule)",
3283,201905,SHIM - Community Clothing Closet,SHIM - Community Clothing Closet,Bethel Park,"5301 Park Avenue, PA, 15102",40.32847,-80.028391,SHIM - South Hills Interfaith Movement,pantries-supplies,All in need,None,412-854-9120,"Selection of clothes for infants, children and adults.  No appointment required.",Mon: 10am - 1pm ; Tue: 1pm - 4pm,
3284,201905,Emergency Food Pantry - Natrona Heights,AVAC - Emergency Food Pantry,Natrona Heights,"1913 Freeport Road, PA, 15065",40.625836,-79.722926,Allegheny Valley Association of Churches/AVAC Interfaith Hospitality Network,pantries-supplies,All in need living in service area,"Must prove residence in zip code 15065, 15084, 15030, 15014 or 15068",724-226-0606,"Call for appointment, Mon through Fri, 9:00am - 5:00pm.  Canned and box goods, toiletries and sometimes pet food.",Mon through Fri; 9:00am - 5:00pm,Closed during date: 2017/11/23; Closed during date: 2017/11/24; 
3285,201905,Veteran X Program,Veteran X Program,Aspinwall,"1010 Delafield Road, PA, 15215",40.496211,-79.887066,Veteran X - VA Recovery Center,expert-lookup|activities,Veterans,Veteran - Veteran ID required.  Call before attending.,412-822-3896,"Interactive support group that works together to solve simulated, everyday problems experienced by fictitious Veteran X.  Discuss training, education, employment, behavioral health issues with a trained VA facilitator.",Mon 6:00pm - 8:00pm,Closed during date: 2017/12/25; Closed during date: 2018/01/01; 
3286,201905,South Avenue Methodist Church Drop In Center,South Avenue Methodist Church Drop In Center,Wilkinsburg,"733 South Avenue, PA, 15221",40.441899,-79.884252,South Avenue Methodist Church,roof-daytime,All in need,none,412-371-7421,"Daytime Drop In Center.  Wifi, but no computers.  In a quiet library room.",Mon - Thu; 9:00am - 3:00pm,
3287,201905,Free Store Wilkinsburg,Free Store Wilkinsburg,Wilkinsburg,"619 Penn Avenue, PA, 15221",40.443924,-79.884871,Free Store Wilkinsburg,pantries-supplies,All in need,none - no documentation required,412-436-9836,"Clothes, household items, some toiletries, baby clothing, formula and diapers - as available.  No furniture or electronics.",Sat 11am - 2pm,
3288,201905,Chapel Market (Clothing Closet),Chapel Market,East Liberty,"116 S. Highland Avenue, PA, 15206",40.460944,-79.926152,East Liberty Presbyterian Church,miscl-supplies,all,none - no documents required\nRegistration on arrival (will ask for zip code and assistance enrollment),412-441-3800,"Clothing for adults, children, infants, shoes, coats and winter gear",Mondays 10am - 12pm Except Holidays; First Thursdays 5:00 pm 7:30pm,Closed during date: 2018/05/28; 
3289,201905,St. James Church Food Pantry,St. James Church Food Pantry,WIlkinsburg,"718 Franklin Avenue, PA, 15218",40.44033,-79.885147,St. James Roman Catholic Church,meals-foodpantries,Wilkinsburg area residents,"Must register by phone or in person, Mon, Tue, Fri between 10am - 2pm",412-241-1309,"Open every 3rd Saturday 9 - 11am. Canned goods, some meats, toiletries, paper products, occasional baked goods. Self-serve.",3rd Saturday of the month.,
3290,201905,Mary's Child Baby Supplies,Mary's Child Program,Wilkinsburg,"718 Franklin Avenue, PA, 15218",40.44033,-79.885147,St. James Roman Catholic Church,miscl-supplies,"Parents, caregivers, and moms-to-be of children birth to age 5, in the Wilkinsburg area.","Must register by phone or in person, Mon, Tue, Fri between 10am - 2pm.",412-241-1309,"clothing, baby food, diapers, baby wipes, toiletries, toys, books and educational materials, gently used baby supplies. Full layettes for pregnant moms.","Third Saturdays of the month, 9am - 11am.",
3291,201905,Open Computer Time at Veteran's Leadership Program,Veterans Leadership Program,Strip District,"2934 Smallman St, PA, 15201",40.459144,-79.973942,Veterans Leadership Program of Western Pennsylvania,roof-daytime,all Veterans,none,412-481-8200,"Open computer time, check your email, or receive personalized computer assistance",Wednesdays 2-4pm,
3292,201905,Veterans Leadership Program - Financial Literacy Class,Veterans Leadership Program,Strip District,"2934 Smallman St, PA, 15201",40.459144,-79.973942,Veterans Leadership Program of Western Pennsylvania,expert-lookup,all Veterans,none,412-481-8200,Join us for a Free Financial Literacy Class,1st Wednesdays of every month 1-2pm,
3293,201905,Second United Presbyterian Church Wilkinsburg Food Pantry,Wilkinsburg Food Pantry,Wilkinsburg,"300 Hay Street, PA, 15221",40.438657,-79.88841,Second United Presbyterian Church (2nd),meals-foodpantries,All in need,"None - ask for photo ID at check in, but nobody is turned away.",412-242-4430,"Food Pantry - emergency and regular.  Food is pre-bagged dry and canned items, plus bag of paper products - toilet paper, paper towels, tissues/napkins.  No pet food, no toiletries, sometimes have fresh meat and produce. Bring cart or box for food.",2nd Wednesday of each month; 5:30pm - 7pm,
3294,201905,Crossroads Church East Liberty Free Store,Crossroads Church East Liberty Free Store,East Liberty,"325 N Highland Avenue (across from Home Depot and Vento's Pizza), PA, 15206",40.46446,-79.923735,Crossroads Church,pantries-supplies,all,none,412-867-7950,"clothing, clothing for job interviews, baby and children's clothing and supplies, household items, furniture.; ; Call to schedule an appointment outside of regular hours.",2nd and 4th Saturdays 10am - 1pm,
3295,201905,Emergency Food Pantry - McKees Rocks,Emergency Food Pantry - McKees Rocks,McKees Rocks,"420 Chartiers Avenue, PA, 15136",40.46482,-80.058591,Focus on Renewal,pantries-supplies,all in need - call first,Resident of McKees Rocks or Stowe.  Must register and show ID for regular pantry.,412-331-1685 X 213,"MUST CALL AHEAD for emergency food.   Will get one bag of food, pre-selected by staff.  Only once/month. Usually have paper products. Occasionally have laundry supplies and toiletries.",By appointment only; Mon - Fri; 9:00am - 4:00pm,
3296,201905,Lunch - Focus on Renewal (Sto Rox Community Resource Center),Focus on Renewal Drop In Center,Mckees Rocks,"500 Chartiers Ave, PA, 15136",40.4649826,-80.05884100000003,Focus on Renewal,meals,all,none,412-331-1685,cold lunch served weekdays,weekdays 11:30am - 12:30pm,
3297,201905,Community Breakfast at Brown Chapel Church,Brown Chapel Church,Northside/Allegheny City Central,"1400 Boyle St, PA, 15212",40.4576012,-80.0061756,Brown Chapel Church,meals,all,none,412-918-0097,"Big, Hot Breakfast for all!",4th Saturdays: 8:30am - 12:30pm,
3298,201905,Brown Chapel Church Food Pantry,Brown Chapel Church,Northside/Allegheny City Central,"1400 Boyle St, PA, 15212",40.4576012,-80.0061756,Brown Chapel Church,pantries-supplies,all,"emergency food available, once only for emergency food, documentation required for monthly program (ID, Proof Income, address). Staff will work with you!",412-321-2240,"Shelf-stable food, as well as vegetables, meat, and eggs available. \self-serve.\""""",4th Wednesdays: 9am -2pm,
3299,201905,Ronald McDonald Care Mobile - Clairton,Ronald McDonald Care Mobile - Clairton,Clairton,"533 Miller Avenue, PA, 15025",40.293809,-79.883345,Children's Hospital of Pittsburgh of UPMC,clinic,Children & teens,"No appointment necessary, but call ahead to confirm schedule: 412-352-1059, Mon - Fri, 8 a.m. to 5 p.m.  (sometimes there are last minute changes due to mechanical issues or bad weather). Free for all children and teens.",412-352-1059,"Adolescent health care, asthma care, hearing and vision screenings, immunizations, referrals for specialty care, routine physical exams, sick child visits, well-child and infant care","Mon, 8/6: 9:30am - 2pm; Mon, 8/20: 9:30am - 2pm; Mon, 8/27: 9:30am - 2pm",
3300,201905,Ronald McDonald Care Mobile - Woods Run,Ronald McDonald Care Mobile - Woods Run,Woods Run,"1201 Woods Run Avenue, PA, 15212",40.476299,-80.03043,Children's Hospital of Pittsburgh of UPMC,clinic,Children & Teens,"No appointment necessary, but call ahead to confirm schedule: 412-352-1059, Mon - Fri, 8 a.m. to 5 p.m.  (sometimes there are last minute changes due to mechanical issues or bad weather). Free for all children and teens.",412-352-1059,"Adolescent health care, asthma care, hearing and vision screenings, immunizations, referrals for specialty care, routine physical exams, sick child visits, well-child and infant care","Tue, 8/7: 9:30am - 2pm",
3301,201905,Ronald McDonald Care Mobile - Duquesne,Ronald McDonald Care Mobile – Duquesne,Duquesne,"300 Kennedy Avenue, PA, 15110",40.371648,-79.847814,Children's Hospital of Pittsburgh of UPMC,clinic,Children & teens,"No appointment necessary, but call ahead to confirm schedule: 412-352-1059, Mon - Fri, 8 a.m. to 5 p.m.  (sometimes there are last minute changes due to mechanical issues or bad weather). Free for all children and teens.",412-352-1059,"Adolescent health care, asthma care, hearing and vision screenings, immunizations, referrals for specialty care, routine physical exams, sick child visits, well-child and infant care",Wed 9/26: 9:30am - 2pm,
3302,201905,Ronald McDonald Care Mobile - Downtown Family Courts,Ronald McDonald Care Mobile – Downtown Family Courts,Downtown,"440 Ross Street, PA, 15219",40.438145,-79.995003,Children's Hospital of Pittsburgh of UPMC,clinic,children & teens,"No appointment necessary, but call ahead to confirm schedule: 412-352-1059, Mon - Fri, 8 a.m. to 5 p.m.  (sometimes there are last minute changes due to mechanical issues or bad weather). Free for all children and teens.",412-352-1059,"Adolescent health care, asthma care, hearing and vision screenings, immunizations, referrals for specialty care, routine physical exams, sick child visits, well-child and infant care",Fridays: 9am - 2pm,
3303,201905,Ronald McDonald Care Mobile - Bellvue/Bayne Park,Ronald McDonald Care Mobile – Bellvue/Bayne Park,Bellvue,"34 N Balph Avenue, PA, 15202",40.4964926,-80.05430860000001,Children's Hospital of Pittsburgh of UPMC,clinic,Children & teens,Must call for appt. 412-352-1059 between the hours of 8 a.m. to 5 p.m.  Free for all children and teens,412-352-1059,"Adolescent health care, asthma care, hearing and vision screenings, immunizations, referrals for specialty care, routine physical exams, sick child visits, well-child and infant care",Thurs July 19; 9:30am - 2pm,
3304,201905,Ronald McDonald Care Mobile - Penn Hills,Ronald McDonald Care Mobile - Penn Hills,Penn Hills,"250 Aster Street, PA, 15235",40.4810037,-79.812165,Children's Hospital of Pittsburgh of UPMC,clinic,children & teens,"No appointment necessary, but call ahead to confirm schedule: 412-352-1059, Mon - Fri, 8 a.m. to 5 p.m.  (sometimes there are last minute changes due to mechanical issues or bad weather). Free for all children and teens.",412-352-1059,"Adolescent health care, asthma care, hearing and vision screenings, immunizations, referrals for specialty care, routine physical exams, sick child visits, well-child and infant care","Tues, 9/10: 9:30am - 2pm",
3305,201905,First Food and Friends Saturday Lunch,First Food and Friends Saturday Lunch,Shadyside,"5401 Centre Avenue, PA, 15232",40.456516,-79.937634,First Food and Friends/First United Methodist Church,meals,All in need,None,(412) 580-1522,"Every Saturday, lunch at 11:30am - 12:30pm at the First United Methodist Church",Saturdays; 11:30am - 12:30pm,
3306,201905,First Food and Friends Showers,First Food and Friends Showers,Shadyside,"5401 Centre Avenue, PA, 15232",40.456516,-79.937634,First Food and Friends/First United Methodist Church,roof-daytime,All in need,None,(412) 580-1522,"Hot showers in private area of church, have clean towels and provide new set of tshirt/underpants/socks for men and bra/underpants/socks for women. Located at the First United Methodist Church.",Saturdays; 9am - noon,
3307,201905,Christ Community Church Dinner - McKees Rocks,Community Dinner - McKees Rocks,McKees Rocks,"900 Chartiers Avenue, PA, 15136",40.465848,-80.065656,Christ Community United Methodist Church,meals,All in need,None,412-331-3760,"Free community dinner at the Christ Community United Methodist Church- served in a line, eat at group tables.",Every Wednesday and last Saturday of month ; 5pm - 7pm,Closed during date: 2018/07/04; 
3308,201905,Christ Community Church Dinner,Community Dinner - McKees Rocks,McKees Rocks,"900 Chartiers Avenue, PA, 15136",40.465848,-80.065656,Christ Community United Methodist Church,meals,All in need,None,412-331-3760,Hot meal served the last Saturday of every month from 5pm - 7pm.,Last Saturday of each month; 5pm - 7pm,
3309,201905,Christ Community Church Dinner  - Sheraden,Community Dinner - Sheraden,Sheraden,"2966 Chartiers Avenue, PA, 15204",40.45433,-80.057975,Christ Community United Methodist Church,meals,All in need,None,(412) 331-7475,"Free community dinner at the Christ Community United Methodist Church- served in a line, eat at group tables.",Last Thursday of the month ; 5pm - 7pm,
3310,201905,Proud Haven,Proud Haven,Northside (East Allegheny),"517 E Ohio St, Pittsburgh, PA 15212, USA, PA, 15212",40.45360100000001,-80.00002569999998,Proud Haven,roof-daytime|activities,LGBTQIA youth and their allies,For youth ages 25 and under,412-953-4666,"Welcoming hang-out space for LGBTQIA youth, offering emotional support, connection to housing programs, and other resources. Variety of toiletries, clothing, shelf stable food, winter and summer gear, and other donations available on site.",​Mon - Tues: noon- 5pm; Thu: 2 - 6pm; 1st & 3rd Saturdays 1 – 6pm,
3311,201905,Project Silk,Project Silk,Downtown,"304 Wood Street, PA, 15222",40.4389465,-80.0012185,Project Silk,roof-daytime|activities,"young black and latinx gay men, transgender individuals, and their allies, ages 13-29.",must be age 13-29,412-532-2123,"Project Silk is an HIV prevention and care initiative, providing STI/HIV testing on-site. Project Silk offers skill-building and recreational activities, sexual health education, linkage to medical care, food, clothing, and transportation assistance for youth members.",Mon - Thu; 1pm-8pm,
3312,201905,"Humane Animal Rescue - \Ellie's Pet Pantry\"" East End""","Huimane Animal Rescue - \Ellie's Pet Pantry\"" East End""",Homewood,"6926 Hamilton Avenue, PA, 15208",40.455806,-79.90386590000003,Humane Animal Rescue - Ellie's Pet Pantry,pantries-supplies,all pets in need,1st time users must fill out an application and show Photo ID. Must call ahead.,412-345-7300 x216,Pet Food distributed once a month at East End and Northside locations.  Call 412-345-7300 x216 at the beginning of each month to reserve pet food and to find out the date for pickup.,call for time/date of distribution,
