_id,year_month,safe_place_name,program_or_facility,neighborhood,address,latitude,longitude,organization,recommended_for,requirements,phone,narrative,schedule
442,201907,Pittsburgh Action Against Rape (PAAR) Helpline,Pittsburgh Action Against Rape,South Side,"81 SOUTH 19TH STREET, PA, 15203",40.429181,-79.978892,PAAR,"for those in crisis, or those requesting information",none,1-866-363-7273,"PITTSBURGH ACTION AGAINST RAPE  - 24/7 free, confidential Helpline for victims of sexual assault, including emergency medical and legal support.",available 24/7
443,201907,TUES - PERRY HILLTOP Needle Exchange,Perry Hilltop Prevention Point Pittsburgh,Perry Hilltop,"N Charles St and Perrysville Ave, PA, 15212",40.471094,-80.008523,Prevention Point Pittsburgh,"all; this is a safe, non-judgmental outreach service",none,412-247-3404,"Prevention Point Pittsurgh is the only legal, County-approved needle exchange program in SW PA.  Can provide counseling on drug treatment and connections to social services, overdose prevention and response education (with Narcan presription).",Tues:  1pm - 3pm
444,201907,WED - HILL DISTRICT Needle Exchange,Hill District Prevention Point Pittsburgh,Hill District,"Bentley Dr and Kirkpatrick St, PA, 15219",40.440879,-79.974123,Prevention Point Pittsburgh,"all; this is a safe, non-judgmental outreach service",none,412-247-3404,"Prevention Point Pittsurgh is the only legal, County-approved needle exchange program in SW PA.  Can provide counseling on drug treatment and connections to social services, overdose prevention and response education (with Narcan presription).",Wed:  1pm - 3pm
445,201907,Living in Liberty - North Side,Living in Liberty - North Side,North Side,"816 Tripoli Street, PA, 15212",40.4568,-79.996924,Living in Liberty,Women engaged in prostitution or commercial sexual exploitation,None,412-301-5224,"Drop in Center with shower, clothes, hygiene products",Thurs:  3pm - 6pm; Dinner at 6:00pm
446,201907,Living in Liberty - Homewood,Living in Liberty - Homewood,Homewood,"7240 Frankstown Avenue, PA, 15208",40.457082,-79.895275,Living in Liberty,Women engaged in prostitution or commercial sexual exploitation,none,412-346-8570,"Drop in Center with shower, clothes, hygiene products",Sat:  10:30am  - 1:30pm
447,201907,Living in Liberty - McKeesport,Living in Liberty - McKeesport,McKeesport,"2113 Baldwin Street, PA, 15132",40.347407,-79.850139,Living in Liberty,Women engaged in prostitution or commercial sexual exploitation,Call for appointment,412-267-7292,"Drop in center with shower, clothes, hygiene products",Open by appointment only .
448,201907,PGH Equality Center Info Line,GLCC,Downtown,"210 Grant St, PA, 15219",40.437234,-79.998056,Gay and Lesbian Community Center,all LGBTQIA in need,none,412-422-0114,Provides resources for any and all LGBTQIA community needs. Mon - Fri:  10am - 6pm,Mon - Fri:  10am - 6pm
449,201907,Center for Victims,Center for Victims Women's Shelter,South Side/Homestead,"3433 East Carson Street, PA, 15203",40.420962,-79.958205,Center for Victims,Victims of Domestic violence,Women - no fees,1-866-644-2882,"Hotline offers emotional support, connections to emergency shelter, safety planning and legal options . Can accommodate single women or women with up to five (5) children in their shelter.",Answers 24/7
450,201907,Veterans Crisis Line,,,,,,,,,"1-800-273-8255, 1","Confidential, 24/7 toll-free hotline.  The responders are specially trained and experienced in helping Veterans of all ages and circumstances.   Operated by the U.S. Department of Veterans Affairs.",available 24/7
451,201907,PAServes,,,,,,,,,1-855-838-7744,"Local Info & Referral Line for Vets Mon - Fri:  8am - 5pm (closed holidays).  Program is designed to connect Veterans and their families to local resources covering wide range of needs:  financial, legal, housing, healthcare, education, jobs and even sports/fitness.",Mon - Fri:  8am - 5pm
452,201907,Veterans National Homeless Hotline,,,,,,,,,1-877-424-3838,"VA-operated hotline for veterans who are homeless or at risk of homelessness.  Operates 24/7.  Free and confidential, will steer you to help and services in your area.",operates 24/7
453,201907,National Sex Trafficking Hotline,,,,,,,,,1-888-373-7888,"The National Human Trafficking Resource Center is a national anti-trafficking hotline and resource center, serving victims and survivors of human trafficking.",available 24/7
467,201908,Domestic Violence Hotline/Pgh Women's Center,Women's Center and Shelter of Greater Pittsburgh,Unknown,,,,Women's Center and Shelter of Pittsburgh,victims of domestic violence,none,412-687-8005,"Hotline offers emotional support, and connections to emergency shelter, support groups, safety  planning and legal options.",Answers 24/7
468,201908,re:solve Crisis Network,re:solve Crisis Network,North Point Breeze,"333 N Braddock Ave, PA, 15208",40.449527,-79.893775,UPMC WPIC,anyone experiencing a mental health crisis,none; walk-ins welcome; mobile trained counselors can come to you,1-888-796-8226,RE:SOLVE CRISIS NETWORK has mental health professionals 24/7 to help.  Same day confidential assessment. Temporary stay-overs possible based on diagnosis.,Available 24/7
469,201908,SUN - EAST LIBERTY Needle Exchange,Allies for Health & Well Being (Pgh Aids Task Force)- HIV/STI/Hepatitis C Testing/PrEP Evaluation - Pittsburgh Aids Task Force,East Liberty,"5913 Penn Avenue, PA, 15206",40.46198,-79.926207,Allies for Health & Well Being (new name for Pittsburgh Aids Task Force (PATF),"all; this is a safe, non-judgmental outreach service",none,412-247-3404,"Prevention Point Pittsurgh is the only legal, County-approved needle exchange program in SW PA.  Can provide counseling on drug treatment and connections to social services, overdose prevention and response education (with Narcan presription). Wound care, HIV, Hep C, and other STD testing available. All services are free of charge, anonymous, confidential. no identification required.",Sun:  noon - 3pm
470,201908,Persad Tues/Thurs Safe Spaces,Persad Center,Lawrenceville,"5301 Butler St, STE 100, PA, 15201",40.48183,-79.953257,Persad Center,LGBTQIA youth 21 and under,none,412-441-9786,"Welcoming hang-out for young LGBTQIA, with computers, workshops, counseling, pantry.  Laundry and shower available.",Tues/Thurs:  3pm - 9pm
471,201908,"National Safe Places \Text 4 Help\"" Line""",Family Links Shelter,Uptown,,,,Family Links,"teens in crisis, age 18 and under.",none,44357,"TEXT ONLY: 44357  -  Text the word \safe\"" and your current location (street address/city/state) to 4HELP (44357) for IMMEDIATE HELP. Within seconds, you will receive a message with the closest Safe Place location.                  Reply with \""2Chat\"" to text one-on-one with a professional. It's quick, easy, safe, and confidential.""",Available 24/7
472,201908,Proud Haven,Proud Haven,Northside (East Allegheny),"517 E Ohio St, Pittsburgh, PA 15212, USA, PA, 15212",40.45360100000001,-80.00002569999998,Proud Haven,LGBTQIA youth and their allies,For youth ages 25 and under,412-953-4666,"Welcoming hang-out space for LGBTQIA youth, offering emotional support, connections to housing programs, and other resources. Variety of toiletries, clothing, shelf stable food, winter and summer gear, and other donations available on site.","New location, by appointment in the month of August. Expanded hours coming in September!"
473,201908,Pittsburgh Mercy Behavioral Health Crisis Center,Mercy Behavioral Health,South Side,"264 South 9th St, PA, 15203",40.430784,-79.990092,Pittsburgh Mercy Health System,anyone experiencing a mental health crisis,"none, walk-ins welcome",1-877-637-2924,MERCY BEHAVIORAL HEALTH CRISIS CENTER has mental health professionals 24/7 to help.  Same day confidential assessment. Temporary stay-overs can help avoid hospitalization.,Available 24/7
474,201908,Jeremiah's Place,Jeremiah's Place,Larimer,"6435 Frankstown Ave, PA, 15206",40.461736,-79.915403,Jeremiah's Place,families in crisis needing temporary safe haven for childen,One hour intake is required before using services.  Call ahead to schedule your intake.,412-924-0726,"Offers free, safe care for children from birth to six, for a few hours or a few days. For families in crisis or experiencing an emergency situation, or for children at risk of child abuse. One-hour intake is required before using services.  Call ahead to schedule.",Available 24/7
475,201908,Pittsburgh Action Against Rape (PAAR) Helpline,Pittsburgh Action Against Rape,South Side,"81 SOUTH 19TH STREET, PA, 15203",40.429181,-79.978892,PAAR,"for those in crisis, or those requesting information",none,1-866-363-7273,"PITTSBURGH ACTION AGAINST RAPE  - 24/7 free, confidential Helpline for victims of sexual assault, including emergency medical and legal support.",available 24/7
476,201908,TUES - PERRY HILLTOP Needle Exchange,Perry Hilltop Prevention Point Pittsburgh,Perry Hilltop,"N Charles St and Perrysville Ave, PA, 15212",40.471094,-80.008523,Prevention Point Pittsburgh,"all; this is a safe, non-judgmental outreach service",none,412-247-3404,"Prevention Point Pittsurgh is the only legal, County-approved needle exchange program in SW PA.  Can provide counseling on drug treatment and connections to social services, overdose prevention and response education (with Narcan presription).",Tues:  1pm - 3pm
477,201908,WED - HILL DISTRICT Needle Exchange,Hill District Prevention Point Pittsburgh,Hill District,"Bentley Dr and Kirkpatrick St, PA, 15219",40.440879,-79.974123,Prevention Point Pittsburgh,"all; this is a safe, non-judgmental outreach service",none,412-247-3404,"Prevention Point Pittsurgh is the only legal, County-approved needle exchange program in SW PA.  Can provide counseling on drug treatment and connections to social services, overdose prevention and response education (with Narcan presription).",Wed:  1pm - 3pm
478,201908,Living in Liberty - North Side,Living in Liberty - North Side,North Side,"816 Tripoli Street, PA, 15212",40.4568,-79.996924,Living in Liberty,Women engaged in prostitution or commercial sexual exploitation,None,412-301-5224,"Drop in Center with shower, clothes, hygiene products",Thurs:  3pm - 6pm; Dinner at 6:00pm
479,201908,Living in Liberty - Homewood,Living in Liberty - Homewood,Homewood,"7240 Frankstown Avenue, PA, 15208",40.457082,-79.895275,Living in Liberty,Women engaged in prostitution or commercial sexual exploitation,none,412-346-8570,"Drop in Center with shower, clothes, hygiene products",Sat:  10:30am  - 1:30pm
480,201908,Living in Liberty - McKeesport,Living in Liberty - McKeesport,McKeesport,"2113 Baldwin Street, PA, 15132",40.347407,-79.850139,Living in Liberty,Women engaged in prostitution or commercial sexual exploitation,Call for appointment,412-267-7292,"Drop in center with shower, clothes, hygiene products",Open by appointment only .
481,201908,PGH Equality Center Info Line,GLCC,Downtown,"210 Grant St, PA, 15219",40.437234,-79.998056,Gay and Lesbian Community Center,all LGBTQIA in need,none,412-422-0114,Provides resources for any and all LGBTQIA community needs. Mon - Fri:  10am - 6pm,Mon - Fri:  10am - 6pm
482,201908,Center for Victims,Center for Victims Women's Shelter,South Side/Homestead,"3433 East Carson Street, PA, 15203",40.420962,-79.958205,Center for Victims,Victims of Domestic violence,Women - no fees,1-866-644-2882,"Hotline offers emotional support, connections to emergency shelter, safety planning and legal options . Can accommodate single women or women with up to five (5) children in their shelter.",Answers 24/7
483,201908,Veterans Crisis Line,,,,,,,,,"1-800-273-8255, 1","Confidential, 24/7 toll-free hotline.  The responders are specially trained and experienced in helping Veterans of all ages and circumstances.   Operated by the U.S. Department of Veterans Affairs.",available 24/7
484,201908,PAServes,,,,,,,,,1-855-838-7744,"Local Info & Referral Line for Vets Mon - Fri:  8am - 5pm (closed holidays).  Program is designed to connect Veterans and their families to local resources covering wide range of needs:  financial, legal, housing, healthcare, education, jobs and even sports/fitness.",Mon - Fri:  8am - 5pm
485,201908,Veterans National Homeless Hotline,,,,,,,,,1-877-424-3838,"VA-operated hotline for veterans who are homeless or at risk of homelessness.  Operates 24/7.  Free and confidential, will steer you to help and services in your area.",operates 24/7
